-2.000000000000000000e+00 1.447621493060184876e+05
-1.989974937343358397e+00 1.590881364025690418e+05
-1.979949874686716793e+00 1.333736868264741788e+05
-1.969924812030075190e+00 1.138853380634404602e+05
-1.959899749373433586e+00 1.004219024985859432e+05
-1.949874686716791983e+00 9.067107448902817850e+04
-1.939849624060150379e+00 8.326018040972287417e+04
-1.929824561403508776e+00 7.740740286581985129e+04
-1.919799498746867172e+00 7.264512226674075646e+04
-1.909774436090225569e+00 6.867802576687783585e+04
-1.899749373433583965e+00 6.531048393784876680e+04
-1.889724310776942362e+00 6.240757287644856842e+04
-1.879699248120300759e+00 5.987303660400945228e+04
-1.869674185463659155e+00 5.763621783964078350e+04
-1.859649122807017552e+00 5.564397509776349034e+04
-1.849624060150375948e+00 5.385549769615713012e+04
-1.839598997493734345e+00 5.223887225788864453e+04
-1.829573934837092741e+00 5.076874497035690001e+04
-1.819548872180451138e+00 4.942469053071614326e+04
-1.809523809523809534e+00 4.819004928574452060e+04
-1.799498746867167931e+00 4.705108207239262265e+04
-1.789473684210526327e+00 4.599634529926451796e+04
-1.779448621553884724e+00 4.501622166785530862e+04
-1.769423558897243121e+00 4.410256280469198100e+04
-1.759398496240601517e+00 4.324841363643250224e+04
-1.749373433583959914e+00 4.244779733292770834e+04
-1.739348370927318310e+00 4.169554571932677936e+04
-1.729323308270676707e+00 4.098716423432101874e+04
-1.719298245614035103e+00 4.031872342709213262e+04
-1.709273182957393500e+00 3.968677105054940330e+04
-1.699248120300751896e+00 3.908826029072675738e+04
-1.689223057644110293e+00 3.852049074943019514e+04
-1.679197994987468689e+00 3.798105958910081972e+04
-1.669172932330827086e+00 3.746782083723387041e+04
-1.659147869674185483e+00 3.697885128924011224e+04
-1.649122807017543879e+00 3.651242178310294548e+04
-1.639097744360902276e+00 3.606697287476663769e+04
-1.629072681704260672e+00 3.564109414009952161e+04
-1.619047619047619069e+00 3.523350648216283298e+04
-1.609022556390977465e+00 3.484304694208699220e+04
-1.598997493734335862e+00 3.446865560602012556e+04
-1.588972431077694258e+00 3.410936427525168256e+04
-1.578947368421052655e+00 3.376428662613890629e+04
-1.568922305764411051e+00 3.343260963421899942e+04
-1.558897243107769448e+00 3.311358607541046513e+04
-1.548872180451127845e+00 3.280652794844696473e+04
-1.538847117794486241e+00 3.251080068815096092e+04
-1.528822055137844638e+00 3.222581806000351935e+04
-1.518796992481203034e+00 3.195103764362685615e+04
-1.508771929824561431e+00 3.168595682697005759e+04
-1.498746867167919827e+00 3.143010924475320644e+04
-1.488721804511278224e+00 3.118306160452808399e+04
-1.478696741854636620e+00 3.094441085190875310e+04
-1.468671679197995017e+00 3.071378163340822357e+04
-1.458646616541353414e+00 3.049082402111507326e+04
-1.448621553884711810e+00 3.027521146834365209e+04
-1.438596491228070207e+00 3.006663896954960001e+04
-1.428571428571428603e+00 2.986482140133931898e+04
-1.418546365914787000e+00 2.966949202441939633e+04
-1.408521303258145396e+00 2.948040112891938406e+04
-1.398496240601503793e+00 2.929731480773824296e+04
-1.388471177944862189e+00 2.912001384447681994e+04
-1.378446115288220586e+00 2.894829270416955114e+04
-1.368421052631578982e+00 2.878195861645679179e+04
-1.358395989974937379e+00 2.862083074208139806e+04
-1.348370927318295776e+00 2.846473941467345139e+04
-1.338345864661654172e+00 2.831352545073154397e+04
-1.328320802005012569e+00 2.816703952153558566e+04
-1.318295739348370965e+00 2.802514158145254987e+04
-1.308270676691729362e+00 2.788770034773726002e+04
-1.298245614035087758e+00 2.775459282749619160e+04
-1.288220551378446155e+00 2.762570388798431304e+04
-1.278195488721804551e+00 2.750092586685353672e+04
-1.268170426065162948e+00 2.738015821937109649e+04
-1.258145363408521344e+00 2.726330719998740824e+04
-1.248120300751879741e+00 2.715028557595737948e+04
-1.238095238095238138e+00 2.704101237101653896e+04
-1.228070175438596534e+00 2.693541263738424823e+04
-1.218045112781954931e+00 2.683341725461716123e+04
-1.208020050125313327e+00 2.673496275406898349e+04
-1.197994987468671724e+00 2.663999116793372013e+04
-1.187969924812030120e+00 2.654844990205636350e+04
-1.177944862155388517e+00 2.646029163189942847e+04
-1.167919799498746913e+00 2.637547422124645891e+04
-1.157894736842105310e+00 2.629396066342222548e+04
-1.147869674185463706e+00 2.621571904500092569e+04
-1.137844611528822103e+00 2.614072253217464095e+04
-1.127819548872180500e+00 2.606894938015834850e+04
-1.117794486215538896e+00 2.600038296622442795e+04
-1.107769423558897293e+00 2.593501184718623699e+04
-1.097744360902255689e+00 2.587282984239742291e+04
-1.087719298245614086e+00 2.581383614359999774e+04
-1.077694235588972482e+00 2.575803545324906008e+04
-1.067669172932330879e+00 2.570543815326592448e+04
-1.057644110275689275e+00 2.565606050653872808e+04
-1.047619047619047672e+00 2.560992489389824186e+04
-1.037593984962406068e+00 2.556706008976544399e+04
-1.027568922305764465e+00 2.552750158019973969e+04
-1.017543859649122862e+00 2.549129192768966459e+04
-1.007518796992481258e+00 2.545848118773533861e+04
-9.974937343358396546e-01 2.542912738309324777e+04
-9.874686716791980512e-01 2.540329704250927898e+04
-9.774436090225564477e-01 2.538106581188790369e+04
-9.674185463659148443e-01 2.536251914715981547e+04
-9.573934837092732408e-01 2.534775309966572968e+04
